City,Coordinates,Administrative Division,Country,Country Code,Reason,Year,Places,Significance,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2017,Temple of Heaven / 天坛,2,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,airport,2017,SZX - Shenzhen Bao'an International Airport / 深圳宝安国际机场,1,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,airport,2017,SZX - Shenzhen Bao'an International Airport / 深圳宝安国际机场,1,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,airport,2017,SZX - Shenzhen Bao'an International Airport / 深圳宝安国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2017,Temple Street / 庙街,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2017,Hong Kong Stadium / 香港大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2017,Ocean Park Hong Kong / 香港海洋公园,2,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,tourism,2017,Henan Art Center / 河南艺术中心,1,,,,,,,,,,,,,,,,,
Osaka / 大阪,"34.693889, 135.502222",Osaka / 大阪府,Japan / 日本,JPN,airport,2017,KIX - Kansai International Airport / 关西国际机场,1,,,,,,,,,,,,,,,,,
Kyoto / 京都,"35.01161, 135.76811",Kyoto / 京都府,Japan / 日本,JPN,tourism,2017,Yasaka Shrine / 八坂神社,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,home,2018,,3,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,tourism,2018,Erqi Memorial Tower / 二七纪念塔,2,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2018,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2018,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2018,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2018,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.6",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,home,2018,,4,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.11",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,university,2018,Hong Kong Polytechnic University / 香港理工大学,5,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2018,Chinese University of Hong Kong / 香港中文大学,2,,,,,,,,,,,,,,,,,
Kyoto / 京都,"35.01161, 135.76811",Kyoto / 京都府,Japan / 日本,JPN,tourism,2018,Kinkaku-ji / 金阁寺,2,,,,,,,,,,,,,,,,,
Kyoto / 京都,"35.01161, 135.76811",Kyoto / 京都府,Japan / 日本,JPN,tourism,2018,Kiyomizu-dera / 清水寺,2,,,,,,,,,,,,,,,,,
Nara / 奈良,"34.684444, 135.805",Nara / 奈良县,Japan / 日本,JPN,tourism,2018,Nara Park / 奈良公园,2,,,,,,,,,,,,,,,,,
Nara / 奈良,"34.684444, 135.805",Nara / 奈良县,Japan / 日本,JPN,tourism,2018,Yakushi-ji / 药师寺,1,,,,,,,,,,,,,,,,,
Nara / 奈良,"34.684444, 135.805",Nara / 奈良县,Japan / 日本,JPN,tourism,2018,Tōdai-ji / 东大寺,2,,,,,,,,,,,,,,,,,
Osaka / 大阪,"34.693889, 135.502222",Osaka / 大阪府,Japan / 日本,JPN,tourism,2018,Osaka Castle / 大阪城,2,,,,,,,,,,,,,,,,,
Osaka / 大阪,"34.693889, 135.502222",Osaka / 大阪府,Japan / 日本,JPN,tourism,2018,Universal Studios Japan / 日本环球影城,2,,,,,,,,,,,,,,,,,
Osaka / 大阪,"34.693889, 135.502222",Osaka / 大阪府,Japan / 日本,JPN,airport,2018,KIX - Kansai International Airport / 关西国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2018,HKG - Hong Kong International Airport / 香港国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2018,Victoria Harbour / 维多利亚港,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2018,Clock Tower / 前九广铁路钟楼,2,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,airport,2018,SZX - Shenzhen Bao'an International Airport / 深圳宝安国际机场,1,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,airport,2018,SZX - Shenzhen Bao'an International Airport / 深圳宝安国际机场,1,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,airport,2018,SZX - Shenzhen Bao'an International Airport / 深圳宝安国际机场,1,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2018,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2018,Mong Kok Stadium / 旺角大球场,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2018,Cheung Chau / 长洲,1,,,,,,,,,,,,,,,,,
Macau / 澳门,"22.195833, 113.541389",São Lourenço / 风顺堂区,Macau SAR / 澳门,MAC,tourism,2018,City of Dreams / 新濠天地,1,,,,,,,,,,,,,,,,,
Macau / 澳门,"22.195833, 113.541389",São Lourenço / 风顺堂区,Macau SAR / 澳门,MAC,matchday,2018,Centro Desportivo Olímpico / 奥林匹克体育中心,2,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2018,Hong Kong Disneyland / 香港迪士尼乐园,2,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,personal,2018,,1,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,tourism,2018,Hubu Alley / 户部巷,1,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,tourism,2018,Wuhan Yangtze River Bridge / 武汉长江大桥,2,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,tourism,2018,Jianghan Road / 江汉路,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,work,2018,Novartis AG / 诺华制药集团,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2018,Nanjing Road / 南京路,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2018,The Bund / 外滩,3,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2018,City Temple of Shanghai / 上海城隍庙,2,,,,,,,,,,,,,,,,,
Suzhou / 苏州,"31.3, 120.619444",Jiangsu / 江苏省,China / 中国,CHN,tourism,2018,Hanshan Temple / 寒山寺,2,,,,,,,,,,,,,,,,,
Suzhou / 苏州,"31.3, 120.619444",Jiangsu / 江苏省,China / 中国,CHN,tourism,2018,Humble Administrator's Garden / 拙政园,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,matchday,2018,Hongkou Football Stadium / 虹口足球场,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2018,Tianzifang / 田子坊,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,matchday,2018,Shanghai Stadium / 上海体育场,2,,,,,,,,,,,,,,,,,
Nanjing / 南京,"32.060833, 118.778889",Jiangsu / 江苏省,China / 中国,CHN,tourism,2018,Fuzimiao / 夫子庙,1,,,,,,,,,,,,,,,,,
Nanjing / 南京,"32.060833, 118.778889",Jiangsu / 江苏省,China / 中国,CHN,tourism,2018,Nanjing Museum / 南京博物院,2,,,,,,,,,,,,,,,,,
Nanjing / 南京,"32.060833, 118.778889",Jiangsu / 江苏省,China / 中国,CHN,matchday,2018,Nanjing Olympic Sports Centre / 南京奥林匹克体育中心,2,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2018,Jing'an Temple / 静安寺,2,,,,,,,,,,,,,,,,,
Yinchuan / 银川,"38.485, 106.225",Ningxia / 宁夏回族自治区,China / 中国,CHN,airport,2018,INC - Yinchuan Hedong International Airport / 银川河东国际机场,1,,,,,,,,,,,,,,,,,
Dubai / 迪拜,"25.204722, 55.270833",Dubai / 迪拜酋长国,United Arab Emirates / 阿拉伯联合酋长国,ARE,airport,2018,DXB - Dubai International Airport / 迪拜国际机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2018,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,home,2018,,3,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,university,2018,University of Oxford / 牛津大学,5,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,Ashmolean Museum / 阿什莫林博物馆,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,History of Science Museum / 科学史博物馆,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,Chinatown / 伦敦唐人街,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,University of Birmingham / 伯明翰大学,2,,,,,,,,,,,,,,,,,
Coventry / 考文垂,"52.408056, -1.510556",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,University of Warwick / 华威大学,2,,,,,,,,,,,,,,,,,
Manchester / 曼彻斯特,"53.48, -2.25",England / 英格兰,United Kingdom / 英国,GBR,matchday,2018,Etihad Stadium / 伊蒂哈德球场,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2018,Wembley Stadium / 温布利球场,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,personal,2018,,1,,,,,,,,,,,,,,,,,
Cambridge / 剑桥,"52.205, 0.1225",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,University of Cambridge / 剑桥大学,2,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,airport,2018,BHX - Birmingham Airport / 伯明翰机场,1,,,,,,,,,,,,,,,,,
Paris / 巴黎,"48.8567, 2.3522",Île-de-France / 法兰西岛大区,France / 法国,FRA,airport,2018,CDG - Paris Charles de Gaulle International Airport / 巴黎夏尔·戴高乐机场,1,,,,,,,,,,,,,,,,,
Paris / 巴黎,"48.8567, 2.3522",Île-de-France / 法兰西岛大区,France / 法国,FRA,tourism,2018,Eiffel Tower / 埃菲尔铁塔,3,,,,,,,,,,,,,,,,,
Paris / 巴黎,"48.8567, 2.3522",Île-de-France / 法兰西岛大区,France / 法国,FRA,tourism,2018,Notre-Dame de Paris / 巴黎圣母院,3,,,,,,,,,,,,,,,,,
Chambéry / 尚贝里,"45.57, 5.9118",Auvergne-Rhône-Alpes / 奥弗涅-罗讷-阿尔卑斯大区,France / 法国,FRA,tourism,2018,Val Thorens / 瓦勒托朗,2,,,,,,,,,,,,,,,,,
Geneva / 日内瓦,"46.201667, 6.146944",Geneva / 日内瓦州,Switzerland / 瑞士,CHE,tourism,2018,Lake Geneva / 莱芒湖,2,,,,,,,,,,,,,,,,,
Geneva / 日内瓦,"46.201667, 6.146944",Geneva / 日内瓦州,Switzerland / 瑞士,CHE,tourism,2018,Palace of Nations / 万国宫,2,,,,,,,,,,,,,,,,,
Geneva / 日内瓦,"46.201667, 6.146944",Geneva / 日内瓦州,Switzerland / 瑞士,CHE,airport,2018,GVA - Geneva Airport / 日内瓦机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,Hyde Park / 海德公园,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2018,Stamford Bridge / 斯坦福桥球场,3,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2018,Oxford University Museum of Natural History / 牛津大学自然史博物馆,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,home,2019,,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2019,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2019,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,matchday,2019,Hanghai Stadium / 航海体育场,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,home,2019,,9,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,university,2019,University of Oxford / 牛津大学,10,,,,,,,,,,,,,,,,,
Windsor / 温莎,"51.4791, -0.6095",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Windsor Castle / 温莎城堡,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Blenheim Palace / 布莱尼姆宫,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Oxford Castle / 牛津城堡,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
Milan / 米兰,"45.466944, 9.19",Lombardy / 伦巴第大区,Italy / 意大利,ITA,airport,2019,LIN - Milan Linate Airport / 米兰利纳特机场,1,,,,,,,,,,,,,,,,,
Milan / 米兰,"45.466944, 9.19",Lombardy / 伦巴第大区,Italy / 意大利,ITA,tourism,2019,Milan Cathedral / 米兰主教座堂,3,,,,,,,,,,,,,,,,,
Milan / 米兰,"45.466944, 9.19",Lombardy / 伦巴第大区,Italy / 意大利,ITA,tourism,2019,Galleria Vittorio Emanuele II / 埃马努埃莱二世拱廊街,2,,,,,,,,,,,,,,,,,
Milan / 米兰,"45.466944, 9.19",Lombardy / 伦巴第大区,Italy / 意大利,ITA,matchday,2019,Stadio Giuseppe Meazza / 朱塞佩·梅阿查球场,3,,,,,,,,,,,,,,,,,
Verona / 维罗纳,"45.438611, 10.992778",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Piazza delle Erbe / 百草广场,1,,,,,,,,,,,,,,,,,
Verona / 维罗纳,"45.438611, 10.992778",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Casa di Giulietta / 朱丽叶之家,1,,,,,,,,,,,,,,,,,
Verona / 维罗纳,"45.438611, 10.992778",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Verona Arena / 维罗纳圆形竞技场,2,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Grand Canal / 大运河,3,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Piazza San Marco / 圣马可广场,2,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Rialto Bridge / 里阿尔托桥,2,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Bridge of Sighs / 叹息桥,1,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Doge's Palace / 威尼斯总督府,1,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Murano / 穆拉诺岛,1,,,,,,,,,,,,,,,,,
Venice / 威尼斯,"45.4375, 12.335833",Veneto / 威尼托大区,Italy / 意大利,ITA,tourism,2019,Burano / 布拉诺岛,1,,,,,,,,,,,,,,,,,
Treviso / 特雷维索,"45.6658, 12.2456",Veneto / 威尼托大区,Italy / 意大利,ITA,airport,2019,TSF - Treviso Airport / 特雷维索机场,1,,,,,,,,,,,,,,,,,
Luqa / 卢加,"35.859722, 14.489167",Southern / 南部区,Malta / 马耳他,MLT,airport,2019,MLA - Malta International Airport / 马耳他国际机场,1,,,,,,,,,,,,,,,,,
Valletta / 瓦莱塔,"35.898333, 14.5125",Port / 港口区,Malta / 马耳他,MLT,tourism,2019,St John's Co-Cathedral / 圣若望副主教座堂,1,,,,,,,,,,,,,,,,,
Valletta / 瓦莱塔,"35.898333, 14.5125",Port / 港口区,Malta / 马耳他,MLT,tourism,2019,Upper Barrakka Gardens / 上巴拉卡花园,1,,,,,,,,,,,,,,,,,
Valletta / 瓦莱塔,"35.898333, 14.5125",Port / 港口区,Malta / 马耳他,MLT,tourism,2019,Lower Barrakka Gardens / 下巴拉卡花园,1,,,,,,,,,,,,,,,,,
Valletta / 瓦莱塔,"35.898333, 14.5125",Port / 港口区,Malta / 马耳他,MLT,tourism,2019,Grandmaster's Palace / 大教长宫,1,,,,,,,,,,,,,,,,,
Marsaxlokk / 马尔萨什洛克,"35.841667, 14.544722",Southern / 南部区,Malta / 马耳他,MLT,tourism,2019,Marsaxlokk Port / 马尔萨什洛克港,1,,,,,,,,,,,,,,,,,
Mdina / 姆迪纳,"35.885833, 14.403056",Western / 西部区,Malta / 马耳他,MLT,tourism,2019,Mdina Gate / 姆迪纳城门,1,,,,,,,,,,,,,,,,,
Mdina / 姆迪纳,"35.885833, 14.403056",Western / 西部区,Malta / 马耳他,MLT,tourism,2019,St Paul's Cathedral / 圣保禄都主教座堂,2,,,,,,,,,,,,,,,,,
Qrendi / 格伦迪,"35.834167, 14.458889",Western / 西部区,Malta / 马耳他,MLT,tourism,2019,Blue Grotto / 蓝洞,1,,,,,,,,,,,,,,,,,
Luqa / 卢加,"35.859722, 14.489167",Southern / 南部区,Malta / 马耳他,MLT,airport,2019,MLA - Malta International Airport / 马耳他国际机场,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,British Museum / 大英博物馆,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LCY - London City Airport / 伦敦城市机场,1,,,,,,,,,,,,,,,,,
Porto / 波尔图,"41.15, -8.6108",Porto / 波尔图区,Portugal / 葡萄牙,PRT,airport,2019,OPO - Francisco Sá Carneiro Airport / 弗朗西斯科·萨·卡内罗机场,1,,,,,,,,,,,,,,,,,
Porto / 波尔图,"41.15, -8.6108",Porto / 波尔图区,Portugal / 葡萄牙,PRT,matchday,2019,Estádio do Dragão / 巨龙球场,5,,,,,,,,,,,,,,,,,
Porto / 波尔图,"41.15, -8.6108",Porto / 波尔图区,Portugal / 葡萄牙,PRT,airport,2019,OPO - Francisco Sá Carneiro Airport / 弗朗西斯科·萨·卡内罗机场,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Oxford University Museum of Natural History / 牛津大学自然史博物馆,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Ashmolean Museum / 阿什莫林博物馆,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,University of the Arts London / 伦敦艺术大学,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Sherlock Holmes Museum / 福尔摩斯纪念馆,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Chinatown / 伦敦唐人街,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,University of Oxford Botanic Garden / 牛津大学植物园,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Port Meadow / 波特草地,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,personal,2019,,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,airport,2019,AMS - Amsterdam Airport Schiphol / 阿姆斯特丹斯希普霍尔机场,1,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Royal Palace of Amsterdam / 阿姆斯特丹王宫,2,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Dam Square / 水坝广场,2,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Amsterdam Museum / 阿姆斯特丹博物馆,1,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Sexmuseum Amsterdam / 性博物馆,1,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,De Wallen / 德瓦伦,2,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Van Gogh Museum / 梵高博物馆,2,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Rijksmuseum / 阿姆斯特丹国家博物馆,2,,,,,,,,,,,,,,,,,
Zaandam / 赞丹,"52.433333, 4.833333",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,tourism,2019,Zaanse Schans / 赞瑟斯汉斯,2,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,airport,2019,AMS - Amsterdam Airport Schiphol / 阿姆斯特丹斯希普霍尔机场,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,personal,2019,,1,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,tourism,2019,Wuhan University / 武汉大学,2,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,tourism,2019,East Lake / 东湖,2,,,,,,,,,,,,,,,,,
Wuhan / 武汉,"30.595, 114.2975",Hubei / 湖北省,China / 中国,CHN,tourism,2019,Hubei Provincial Museum / 湖北省博物馆,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2019,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Edinburgh / 爱丁堡,"55.953333, -3.189167",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Edinburgh Castle / 爱丁堡城堡,3,,,,,,,,,,,,,,,,,
